user_id,touch_date,channel,campaign_id,session_id,utm_source
U1271,2025-03-10,Google Ads,G002,S75774,
U1271,2025-03-11,Google Ads,G002,S80463,Google Ads
U1272,2025-01-29,LinkedIn,L001,S81696,LinkedIn
U1272,2025-01-30,LinkedIn,L001,S71744,LinkedIn
U1273,2025-01-07,Facebook,F001,S10192,Facebook
U1273,2025-01-08,Google Ads,G002,S75048,Google Ads
U1273,2025-01-09,LinkedIn,L001,S50142,LinkedIn
U1273,2025-01-10,Google Ads,G001,S57897,Google Ads
U1274,2025-01-16,Google Ads,G002,S61831,Google Ads
U1274,2025-01-17,TikTok,T001,S43272,TikTok
U1274,2025-01-18,Facebook,F002,S35963,Facebook
U1274,2025-01-19,LinkedIn,L001,S10717,LinkedIn
U1274,2025-01-20,Google Ads,G001,S14994,Google Ads
U1275,2025-02-22,Facebook,F002,S33185,Facebook
U1275,2025-02-23,LinkedIn,L001,S51153,LinkedIn
U1275,2025-02-24,TikTok,T001,S61717,
U1275,2025-02-25,TikTok,T001,S48759,TikTok
U1276,2025-03-20,TikTok,T001,S86848,TikTok
U1276,2025-03-21,Google Ads,G002,S61756,Google Ads
U1276,2025-03-22,Facebook,F001,S55276,Facebook
U1276,2025-03-23,LinkedIn,L001,S36946,
U1276,2025-03-24,LinkedIn,L001,S83933,
U1277,2025-02-09,LinkedIn,L001,S32010,LinkedIn
U1277,2025-02-10,TikTok,T001,S18026,TikTok
U1277,2025-02-11,Facebook,F001,S52239,Facebook
U1277,2025-02-12,Google Ads,G001,S99211,
U1277,2025-02-13,Facebook,F001,S64319,Facebook
U1278,2025-02-05,TikTok,T001,S44660,TikTok
U1278,2025-02-06,TikTok,T001,S68847,TikTok
U1279,2025-03-05,TikTok,T001,S96598,TikTok
U1279,2025-03-06,TikTok,T001,S44693,TikTok
U1279,2025-03-07,Google Ads,G002,S86502,Google Ads
U1280,2025-01-03,Google Ads,G002,S76025,Google Ads
U1280,2025-01-04,Google Ads,G001,S66233,Google Ads
U1280,2025-01-05,TikTok,T001,S49178,TikTok
U1280,2025-01-06,Facebook,F002,S72522,Facebook
U1281,2025-02-09,Google Ads,G001,S86509,Google Ads
U1281,2025-02-10,TikTok,T001,S31839,TikTok
U1282,2025-01-02,Facebook,F002,S14886,Facebook
U1282,2025-01-03,Facebook,F002,S26767,Facebook
U1283,2025-02-07,Google Ads,G001,S22226,Google Ads
U1283,2025-02-08,Facebook,F001,S57788,Facebook
U1283,2025-02-09,TikTok,T001,S75133,TikTok
U1284,2025-01-27,TikTok,T001,S62198,TikTok
U1284,2025-01-28,Google Ads,G001,S34031,Google Ads
U1285,2025-03-11,TikTok,T001,S30324,TikTok
U1285,2025-03-12,TikTok,T001,S25899,TikTok
U1285,2025-03-13,TikTok,T001,S76629,
U1285,2025-03-14,Google Ads,G001,S81246,Google Ads
U1286,2025-03-01,TikTok,T001,S95679,TikTok
U1286,2025-03-02,Facebook,F001,S54535,Facebook
U1287,2025-01-29,LinkedIn,L001,S38901,LinkedIn
U1287,2025-01-30,Facebook,F002,S60357,Facebook
U1287,2025-01-31,Google Ads,G002,S85403,Google Ads
U1287,2025-02-01,LinkedIn,L001,S84842,LinkedIn
U1287,2025-02-02,TikTok,T001,S60626,TikTok
U1288,2025-02-04,LinkedIn,L001,S94748,
U1288,2025-02-05,Google Ads,G001,S71114,
U1289,2025-02-23,LinkedIn,L001,S72767,
U1289,2025-02-24,Google Ads,G001,S53469,
U1290,2025-02-18,TikTok,T001,S75206,TikTok
U1290,2025-02-19,LinkedIn,L001,S33993,LinkedIn
U1290,2025-02-20,LinkedIn,L001,S96724,LinkedIn
U1290,2025-02-21,Google Ads,G001,S86312,Google Ads
U1290,2025-02-22,TikTok,T001,S80014,TikTok
U1291,2025-02-12,Facebook,F002,S66984,Facebook
U1291,2025-02-13,TikTok,T001,S21094,TikTok
U1291,2025-02-14,TikTok,T001,S82374,TikTok
U1291,2025-02-15,TikTok,T001,S80532,TikTok
U1292,2025-01-21,TikTok,T001,S15232,TikTok
U1292,2025-01-22,Facebook,F002,S35613,Facebook
U1292,2025-01-23,LinkedIn,L001,S40908,LinkedIn
U1292,2025-01-24,Facebook,F001,S73185,Facebook
U1293,2025-03-16,Google Ads,G002,S10570,Google Ads
U1293,2025-03-17,LinkedIn,L001,S39877,LinkedIn
U1293,2025-03-18,Facebook,F002,S74575,Facebook
U1293,2025-03-19,LinkedIn,L001,S28062,LinkedIn
U1293,2025-03-20,TikTok,T001,S19941,TikTok
U1294,2025-02-16,Google Ads,G001,S54435,Google Ads
U1294,2025-02-17,Facebook,F002,S82762,
U1294,2025-02-18,LinkedIn,L001,S44087,LinkedIn
U1295,2025-01-20,Facebook,F002,S13255,Facebook
U1295,2025-01-21,Facebook,F002,S35380,Facebook
U1295,2025-01-22,Google Ads,G002,S33989,Google Ads
U1296,2025-03-16,TikTok,T001,S86949,TikTok
U1296,2025-03-17,TikTok,T001,S99049,
U1296,2025-03-18,Facebook,F001,S49350,Facebook
U1297,2025-02-15,Facebook,F001,S99132,Facebook
U1297,2025-02-16,LinkedIn,L001,S69546,LinkedIn
U1297,2025-02-17,Google Ads,G001,S39768,Google Ads
U1297,2025-02-18,LinkedIn,L001,S52788,LinkedIn
U1297,2025-02-19,Facebook,F001,S25160,Facebook
U1298,2025-03-20,LinkedIn,L001,S41085,LinkedIn
U1298,2025-03-21,TikTok,T001,S15750,TikTok
U1298,2025-03-22,TikTok,T001,S45903,TikTok
U1298,2025-03-23,Facebook,F002,S44314,Facebook
U1298,2025-03-24,Facebook,F002,S35338,Facebook
U1299,2025-02-19,Facebook,F002,S55619,Facebook
U1299,2025-02-20,LinkedIn,L001,S67124,LinkedIn
U1299,2025-02-21,Facebook,F001,S64567,Facebook
U1299,2025-02-22,TikTok,T001,S71799,TikTok
U1299,2025-02-23,LinkedIn,L001,S35479,LinkedIn
U1300,2025-02-25,TikTok,T001,S25408,TikTok
U1300,2025-02-26,TikTok,T001,S26351,TikTok
U1301,2025-01-26,Facebook,F002,S22453,Facebook
U1301,2025-01-27,LinkedIn,L001,S25735,LinkedIn
U1301,2025-01-28,LinkedIn,L001,S99462,LinkedIn
U1301,2025-01-29,LinkedIn,L001,S20335,LinkedIn
U1301,2025-01-30,Facebook,F001,S44057,Facebook
U1302,2025-01-24,LinkedIn,L001,S89675,
U1302,2025-01-25,Facebook,F001,S95238,Facebook
U1302,2025-01-26,LinkedIn,L001,S40134,LinkedIn
U1302,2025-01-27,Facebook,F001,S80744,Facebook
U1302,2025-01-28,TikTok,T001,S64219,TikTok
U1303,2025-01-17,LinkedIn,L001,S48862,LinkedIn
U1303,2025-01-18,LinkedIn,L001,S53856,LinkedIn
U1303,2025-01-19,TikTok,T001,S41379,TikTok
U1303,2025-01-20,Facebook,F001,S59996,Facebook
U1303,2025-01-21,TikTok,T001,S46683,TikTok
U1304,2025-02-07,LinkedIn,L001,S41480,LinkedIn
U1304,2025-02-08,LinkedIn,L001,S21151,LinkedIn
U1304,2025-02-09,LinkedIn,L001,S42954,LinkedIn
U1304,2025-02-10,Google Ads,G002,S44700,Google Ads
U1304,2025-02-11,Google Ads,G001,S81045,Google Ads
U1305,2025-03-18,Google Ads,G002,S11630,Google Ads
U1305,2025-03-19,Facebook,F002,S56151,Facebook
U1305,2025-03-20,Google Ads,G001,S90357,Google Ads
U1305,2025-03-21,LinkedIn,L001,S91972,LinkedIn
U1306,2025-03-08,TikTok,T001,S16901,TikTok
U1306,2025-03-09,Facebook,F002,S73909,Facebook
U1306,2025-03-10,TikTok,T001,S73293,TikTok
U1307,2025-01-06,Facebook,F002,S96402,Facebook
U1307,2025-01-07,TikTok,T001,S19018,TikTok
U1308,2025-03-10,Facebook,F002,S73400,Facebook
U1308,2025-03-11,LinkedIn,L001,S86537,LinkedIn
U1308,2025-03-12,TikTok,T001,S21669,TikTok
U1308,2025-03-13,TikTok,T001,S20878,
U1309,2025-02-18,TikTok,T001,S10336,TikTok
U1309,2025-02-19,Facebook,F002,S61148,Facebook
U1309,2025-02-20,Google Ads,G002,S81386,Google Ads
U1310,2025-01-23,Facebook,F002,S87273,Facebook
U1310,2025-01-24,LinkedIn,L001,S81128,LinkedIn
U1311,2025-01-16,LinkedIn,L001,S66830,LinkedIn
U1311,2025-01-17,Google Ads,G002,S49519,Google Ads
U1312,2025-01-13,LinkedIn,L001,S57764,
U1312,2025-01-14,TikTok,T001,S82307,TikTok
U1312,2025-01-15,LinkedIn,L001,S88388,LinkedIn
U1313,2025-02-21,Facebook,F001,S45464,Facebook
U1313,2025-02-22,Facebook,F001,S45554,Facebook
U1313,2025-02-23,LinkedIn,L001,S46639,LinkedIn
U1313,2025-02-24,LinkedIn,L001,S29692,LinkedIn
U1314,2025-02-26,TikTok,T001,S25549,TikTok
U1314,2025-02-27,TikTok,T001,S62265,TikTok
U1314,2025-02-28,Facebook,F001,S32800,Facebook
U1315,2025-02-01,Facebook,F001,S67767,Facebook
U1315,2025-02-02,LinkedIn,L001,S55397,LinkedIn
U1316,2025-02-06,Google Ads,G002,S35832,Google Ads
U1316,2025-02-07,Google Ads,G001,S33383,Google Ads
U1316,2025-02-08,Google Ads,G001,S44642,Google Ads
U1317,2025-01-28,LinkedIn,L001,S21410,LinkedIn
U1317,2025-01-29,TikTok,T001,S85301,TikTok
U1317,2025-01-30,LinkedIn,L001,S66563,LinkedIn
U1317,2025-01-31,TikTok,T001,S87475,TikTok
U1318,2025-01-13,TikTok,T001,S45944,TikTok
U1318,2025-01-14,TikTok,T001,S81762,TikTok
U1318,2025-01-15,Facebook,F002,S99959,Facebook
U1319,2025-01-28,Google Ads,G002,S42551,Google Ads
U1319,2025-01-29,Google Ads,G001,S14567,Google Ads
U1319,2025-01-30,TikTok,T001,S30389,TikTok
U1319,2025-01-31,TikTok,T001,S53919,TikTok
U1319,2025-02-01,TikTok,T001,S98535,TikTok
U1320,2025-01-14,Google Ads,G001,S15698,Google Ads
U1320,2025-01-15,Facebook,F002,S86777,Facebook
U1320,2025-01-16,Google Ads,G002,S54041,Google Ads
U1320,2025-01-17,LinkedIn,L001,S97234,LinkedIn
U1321,2025-01-27,TikTok,T001,S93106,TikTok
U1321,2025-01-28,TikTok,T001,S42299,TikTok
U1321,2025-01-29,Facebook,F001,S28782,Facebook
U1322,2025-01-12,LinkedIn,L001,S77766,LinkedIn
U1322,2025-01-13,TikTok,T001,S36177,TikTok
U1322,2025-01-14,Facebook,F001,S39523,Facebook
U1323,2025-03-03,Google Ads,G001,S50953,Google Ads
U1323,2025-03-04,Facebook,F002,S35901,Facebook
U1324,2025-01-21,TikTok,T001,S26260,TikTok
U1324,2025-01-22,Facebook,F001,S66683,
U1325,2025-03-09,LinkedIn,L001,S23026,LinkedIn
U1325,2025-03-10,Facebook,F002,S52946,Facebook
U1325,2025-03-11,TikTok,T001,S63592,TikTok
U1325,2025-03-12,TikTok,T001,S65798,
U1326,2025-03-02,TikTok,T001,S70652,TikTok
U1326,2025-03-03,Google Ads,G001,S30922,Google Ads
U1326,2025-03-04,Google Ads,G002,S26968,Google Ads
U1326,2025-03-05,LinkedIn,L001,S34000,LinkedIn
U1327,2025-03-01,LinkedIn,L001,S28395,LinkedIn
U1327,2025-03-02,TikTok,T001,S44393,TikTok
U1327,2025-03-03,Google Ads,G001,S39631,Google Ads
U1327,2025-03-04,Google Ads,G001,S79497,Google Ads
U1327,2025-03-05,Facebook,F001,S41417,
U1328,2025-02-25,LinkedIn,L001,S49454,LinkedIn
U1328,2025-02-26,TikTok,T001,S64710,
U1329,2025-02-09,Google Ads,G001,S39432,Google Ads
U1329,2025-02-10,LinkedIn,L001,S44217,LinkedIn
U1329,2025-02-11,Google Ads,G001,S53618,Google Ads
U1330,2025-03-21,TikTok,T001,S69993,TikTok
U1330,2025-03-22,Google Ads,G001,S76125,Google Ads
U1331,2025-01-06,LinkedIn,L001,S52222,LinkedIn
U1331,2025-01-07,TikTok,T001,S75333,TikTok
U1332,2025-01-27,Google Ads,G001,S19275,Google Ads
U1332,2025-01-28,Facebook,F001,S75942,Facebook
U1333,2025-02-03,Facebook,F001,S21795,Facebook
U1333,2025-02-04,Facebook,F002,S39425,Facebook
U1334,2025-01-04,Google Ads,G001,S70294,Google Ads
U1334,2025-01-05,TikTok,T001,S17566,TikTok
U1334,2025-01-06,LinkedIn,L001,S25086,LinkedIn
U1335,2025-02-04,Google Ads,G001,S28019,Google Ads
U1335,2025-02-05,LinkedIn,L001,S20283,LinkedIn
U1335,2025-02-06,TikTok,T001,S32908,TikTok
U1335,2025-02-07,Google Ads,G001,S47952,Google Ads
U1335,2025-02-08,LinkedIn,L001,S71381,LinkedIn
U1336,2025-01-14,Google Ads,G002,S57101,Google Ads
U1336,2025-01-15,TikTok,T001,S56799,TikTok
U1336,2025-01-16,TikTok,T001,S23699,TikTok
U1337,2025-01-28,TikTok,T001,S23598,TikTok
U1337,2025-01-29,LinkedIn,L001,S80423,LinkedIn
U1338,2025-02-12,LinkedIn,L001,S85308,LinkedIn
U1338,2025-02-13,Facebook,F002,S68219,
U1338,2025-02-14,LinkedIn,L001,S63218,LinkedIn
U1338,2025-02-15,Facebook,F002,S48084,Facebook
U1339,2025-02-08,TikTok,T001,S50317,TikTok
U1339,2025-02-09,Google Ads,G001,S67221,Google Ads
U1340,2025-01-04,Google Ads,G001,S29601,Google Ads
U1340,2025-01-05,LinkedIn,L001,S14552,LinkedIn
U1340,2025-01-06,Google Ads,G002,S78207,Google Ads
U1340,2025-01-07,TikTok,T001,S13722,
U1340,2025-01-08,LinkedIn,L001,S89235,LinkedIn
U1341,2025-03-09,Google Ads,G001,S69807,Google Ads
U1341,2025-03-10,Facebook,F002,S50469,Facebook
U1341,2025-03-11,Google Ads,G002,S94726,Google Ads
U1341,2025-03-12,LinkedIn,L001,S41721,LinkedIn
U1342,2025-01-09,TikTok,T001,S72993,TikTok
U1342,2025-01-10,Google Ads,G001,S11814,Google Ads
U1342,2025-01-11,Facebook,F001,S88916,Facebook
U1342,2025-01-12,LinkedIn,L001,S56806,LinkedIn
U1343,2025-01-25,TikTok,T001,S99335,TikTok
U1343,2025-01-26,TikTok,T001,S11609,TikTok
U1343,2025-01-27,Facebook,F002,S40009,Facebook
U1344,2025-02-10,Google Ads,G002,S85874,Google Ads
U1344,2025-02-11,LinkedIn,L001,S82084,
U1344,2025-02-12,Facebook,F001,S95712,Facebook
U1345,2025-03-05,Facebook,F002,S35553,
U1345,2025-03-06,Facebook,F001,S34816,
U1345,2025-03-07,LinkedIn,L001,S83914,LinkedIn
U1345,2025-03-08,Facebook,F002,S89211,
U1345,2025-03-09,LinkedIn,L001,S32831,LinkedIn
U1346,2025-03-17,TikTok,T001,S74486,TikTok
U1346,2025-03-18,Facebook,F002,S14686,
U1346,2025-03-19,LinkedIn,L001,S41422,LinkedIn
U1347,2025-02-15,LinkedIn,L001,S28443,
U1347,2025-02-16,Google Ads,G002,S56142,Google Ads
U1347,2025-02-17,Google Ads,G001,S70372,Google Ads
U1347,2025-02-18,TikTok,T001,S62003,TikTok
U1348,2025-02-16,TikTok,T001,S32927,TikTok
U1348,2025-02-17,Facebook,F002,S62347,Facebook
U1348,2025-02-18,Google Ads,G001,S79518,Google Ads
U1348,2025-02-19,TikTok,T001,S99874,TikTok
U1348,2025-02-20,Google Ads,G002,S32692,Google Ads
U1349,2025-02-24,TikTok,T001,S90152,TikTok
U1349,2025-02-25,Facebook,F001,S45733,Facebook
U1349,2025-02-26,TikTok,T001,S49876,TikTok
U1349,2025-02-27,Facebook,F002,S44578,Facebook
U1350,2025-02-03,Google Ads,G001,S16364,Google Ads
U1350,2025-02-04,TikTok,T001,S76467,TikTok
U1350,2025-02-05,Google Ads,G001,S23861,Google Ads
U1350,2025-02-06,Facebook,F002,S73928,Facebook
U1351,2025-01-09,TikTok,T001,S93793,TikTok
U1351,2025-01-10,Google Ads,G002,S13748,Google Ads
U1351,2025-01-11,Facebook,F002,S54331,
U1351,2025-01-12,Facebook,F001,S63865,Facebook
U1351,2025-01-13,LinkedIn,L001,S76706,LinkedIn
U1352,2025-01-31,TikTok,T001,S20068,TikTok
U1352,2025-02-01,Google Ads,G001,S10287,Google Ads
U1352,2025-02-02,Facebook,F001,S48751,Facebook
U1353,2025-01-16,Facebook,F001,S13178,Facebook
U1353,2025-01-17,TikTok,T001,S43654,TikTok
U1353,2025-01-18,Google Ads,G002,S54910,Google Ads
U1353,2025-01-19,Facebook,F002,S99312,
U1353,2025-01-20,LinkedIn,L001,S10320,LinkedIn
U1354,2025-02-22,Facebook,F001,S58899,Facebook
U1354,2025-02-23,TikTok,T001,S95962,
U1354,2025-02-24,TikTok,T001,S83034,TikTok
U1354,2025-02-25,Google Ads,G001,S12537,Google Ads
U1355,2025-02-23,Facebook,F001,S58443,Facebook
U1355,2025-02-24,Facebook,F002,S72559,Facebook
U1355,2025-02-25,Google Ads,G002,S43783,Google Ads
U1355,2025-02-26,Google Ads,G002,S39092,Google Ads
U1356,2025-03-21,Google Ads,G002,S69754,Google Ads
U1356,2025-03-22,LinkedIn,L001,S53169,LinkedIn
U1356,2025-03-23,TikTok,T001,S15543,TikTok
U1357,2025-03-17,Facebook,F001,S79345,Facebook
U1357,2025-03-18,TikTok,T001,S96593,
U1358,2025-02-20,TikTok,T001,S73477,TikTok
U1358,2025-02-21,LinkedIn,L001,S72008,LinkedIn
U1359,2025-03-07,Google Ads,G001,S41899,Google Ads
U1359,2025-03-08,TikTok,T001,S26663,TikTok
U1359,2025-03-09,Google Ads,G002,S40564,Google Ads
U1360,2025-01-14,Facebook,F002,S16135,Facebook
U1360,2025-01-15,Facebook,F002,S17189,Facebook
U1360,2025-01-16,Facebook,F001,S63687,Facebook
U1361,2025-02-02,Google Ads,G002,S90165,Google Ads
U1361,2025-02-03,LinkedIn,L001,S83580,LinkedIn
U1362,2025-01-16,LinkedIn,L001,S86436,LinkedIn
U1362,2025-01-17,TikTok,T001,S71158,TikTok
U1362,2025-01-18,LinkedIn,L001,S68255,
U1362,2025-01-19,Google Ads,G001,S94284,Google Ads
U1363,2025-02-15,TikTok,T001,S35256,TikTok
U1363,2025-02-16,Facebook,F001,S53116,Facebook
U1363,2025-02-17,LinkedIn,L001,S66063,LinkedIn
U1363,2025-02-18,LinkedIn,L001,S10864,LinkedIn
U1364,2025-01-31,LinkedIn,L001,S91845,LinkedIn
U1364,2025-02-01,Facebook,F001,S98314,Facebook
U1365,2025-02-04,Google Ads,G001,S19726,Google Ads
U1365,2025-02-05,Google Ads,G001,S89788,Google Ads
U1365,2025-02-06,Google Ads,G002,S40791,Google Ads
U1365,2025-02-07,LinkedIn,L001,S74427,LinkedIn
U1365,2025-02-08,LinkedIn,L001,S57014,LinkedIn
U1366,2025-02-23,TikTok,T001,S24389,TikTok
U1366,2025-02-24,Facebook,F002,S60733,Facebook
U1366,2025-02-25,LinkedIn,L001,S36681,LinkedIn
U1366,2025-02-26,Google Ads,G001,S17493,Google Ads
U1367,2025-01-29,TikTok,T001,S57234,TikTok
U1367,2025-01-30,TikTok,T001,S15594,TikTok
U1367,2025-01-31,TikTok,T001,S93564,TikTok
U1367,2025-02-01,TikTok,T001,S26626,TikTok
U1367,2025-02-02,Facebook,F001,S16828,Facebook
U1368,2025-01-13,Google Ads,G002,S27883,Google Ads
U1368,2025-01-14,TikTok,T001,S71269,TikTok
U1368,2025-01-15,LinkedIn,L001,S12035,LinkedIn
U1368,2025-01-16,TikTok,T001,S62975,TikTok
U1369,2025-01-26,LinkedIn,L001,S23331,LinkedIn
U1369,2025-01-27,TikTok,T001,S73014,
U1369,2025-01-28,LinkedIn,L001,S22254,LinkedIn
U1369,2025-01-29,LinkedIn,L001,S86441,LinkedIn
U1370,2025-01-27,LinkedIn,L001,S52431,
U1370,2025-01-28,Facebook,F002,S93163,Facebook
U1370,2025-01-29,Google Ads,G001,S11466,Google Ads
U1371,2025-02-16,TikTok,T001,S98422,
U1371,2025-02-17,Google Ads,G002,S83369,Google Ads
U1371,2025-02-18,Facebook,F002,S87362,Facebook
U1371,2025-02-19,Google Ads,G001,S43367,
U1371,2025-02-20,TikTok,T001,S84328,
U1372,2025-02-23,Google Ads,G002,S19290,Google Ads
U1372,2025-02-24,TikTok,T001,S89481,TikTok
U1373,2025-02-23,Google Ads,G001,S95489,Google Ads
U1373,2025-02-24,TikTok,T001,S67656,TikTok
U1373,2025-02-25,Facebook,F001,S56546,
U1373,2025-02-26,Google Ads,G002,S46386,Google Ads
U1374,2025-01-17,LinkedIn,L001,S45315,LinkedIn
U1374,2025-01-18,Google Ads,G001,S24327,Google Ads
U1374,2025-01-19,Google Ads,G001,S25540,
U1375,2025-02-07,TikTok,T001,S66809,TikTok
U1375,2025-02-08,LinkedIn,L001,S38369,LinkedIn
U1375,2025-02-09,Google Ads,G001,S93384,Google Ads
U1375,2025-02-10,LinkedIn,L001,S21569,LinkedIn
U1375,2025-02-11,Facebook,F001,S15867,Facebook
U1376,2025-03-01,Facebook,F002,S84229,Facebook
U1376,2025-03-02,Facebook,F002,S73965,Facebook
U1377,2025-03-14,Google Ads,G001,S92839,Google Ads
U1377,2025-03-15,LinkedIn,L001,S18947,LinkedIn
U1377,2025-03-16,LinkedIn,L001,S71816,LinkedIn
U1378,2025-01-28,TikTok,T001,S21618,TikTok
U1378,2025-01-29,LinkedIn,L001,S40979,LinkedIn
U1378,2025-01-30,Google Ads,G001,S15037,Google Ads
U1379,2025-02-17,LinkedIn,L001,S83373,LinkedIn
U1379,2025-02-18,Facebook,F001,S81947,Facebook
U1379,2025-02-19,Facebook,F002,S10692,Facebook
U1380,2025-03-12,Google Ads,G001,S85609,Google Ads
U1380,2025-03-13,LinkedIn,L001,S16533,LinkedIn
U1380,2025-03-14,Facebook,F002,S34594,
U1380,2025-03-15,Google Ads,G002,S50696,Google Ads
U1381,2025-02-02,Facebook,F001,S60013,Facebook
U1381,2025-02-03,LinkedIn,L001,S27653,LinkedIn
U1381,2025-02-04,Google Ads,G002,S11184,Google Ads
U1382,2025-03-03,Google Ads,G001,S15606,Google Ads
U1382,2025-03-04,Google Ads,G002,S28690,
U1382,2025-03-05,LinkedIn,L001,S36347,LinkedIn
U1382,2025-03-06,Facebook,F001,S73851,Facebook
U1383,2025-01-11,TikTok,T001,S37843,TikTok
U1383,2025-01-12,Google Ads,G002,S27857,Google Ads
U1383,2025-01-13,TikTok,T001,S62248,TikTok
U1383,2025-01-14,LinkedIn,L001,S85318,LinkedIn
U1384,2025-01-16,LinkedIn,L001,S85163,LinkedIn
U1384,2025-01-17,TikTok,T001,S52614,TikTok
U1384,2025-01-18,Google Ads,G001,S82095,
U1384,2025-01-19,Google Ads,G001,S45892,Google Ads
U1385,2025-02-28,Facebook,F001,S10924,Facebook
U1385,2025-03-01,LinkedIn,L001,S56418,LinkedIn
U1385,2025-03-02,Facebook,F002,S83762,Facebook
U1385,2025-03-03,Facebook,F002,S92508,Facebook
U1385,2025-03-04,Google Ads,G001,S98583,Google Ads
U1386,2025-02-16,TikTok,T001,S92476,
U1386,2025-02-17,TikTok,T001,S48220,TikTok
U1386,2025-02-18,LinkedIn,L001,S63051,LinkedIn
U1386,2025-02-19,Facebook,F001,S16470,Facebook
U1387,2025-03-12,Facebook,F002,S54439,Facebook
U1387,2025-03-13,Google Ads,G001,S45081,Google Ads
U1387,2025-03-14,LinkedIn,L001,S62151,LinkedIn
U1387,2025-03-15,Google Ads,G001,S36299,Google Ads
U1388,2025-03-19,Google Ads,G002,S24506,Google Ads
U1388,2025-03-20,Facebook,F001,S37672,Facebook
U1388,2025-03-21,Facebook,F002,S69213,Facebook
U1389,2025-01-18,LinkedIn,L001,S28610,
U1389,2025-01-19,TikTok,T001,S96126,TikTok
U1389,2025-01-20,Google Ads,G002,S69872,Google Ads
U1389,2025-01-21,TikTok,T001,S31473,TikTok
U1389,2025-01-22,TikTok,T001,S89823,TikTok
U1390,2025-02-17,LinkedIn,L001,S78876,LinkedIn
U1390,2025-02-18,Google Ads,G001,S35425,
U1390,2025-02-19,LinkedIn,L001,S95961,LinkedIn
U1390,2025-02-20,LinkedIn,L001,S79806,LinkedIn
U1390,2025-02-21,LinkedIn,L001,S49884,LinkedIn
U1391,2025-02-24,LinkedIn,L001,S19190,LinkedIn
U1391,2025-02-25,Google Ads,G002,S90428,Google Ads
U1391,2025-02-26,TikTok,T001,S55760,TikTok
U1392,2025-02-12,LinkedIn,L001,S66759,LinkedIn
U1392,2025-02-13,Facebook,F001,S30918,Facebook
U1392,2025-02-14,TikTok,T001,S93232,TikTok
U1392,2025-02-15,LinkedIn,L001,S55747,LinkedIn
U1393,2025-02-18,Google Ads,G002,S81138,Google Ads
U1393,2025-02-19,TikTok,T001,S91533,TikTok
U1394,2025-02-23,Facebook,F002,S30923,Facebook
U1394,2025-02-24,Google Ads,G002,S52422,
U1394,2025-02-25,LinkedIn,L001,S12841,LinkedIn
U1394,2025-02-26,TikTok,T001,S20304,TikTok
U1395,2025-01-23,LinkedIn,L001,S41658,LinkedIn
U1395,2025-01-24,LinkedIn,L001,S32092,LinkedIn
U1395,2025-01-25,LinkedIn,L001,S95216,LinkedIn
U1396,2025-02-26,LinkedIn,L001,S31292,LinkedIn
U1396,2025-02-27,TikTok,T001,S72766,TikTok
U1397,2025-02-20,Facebook,F001,S94307,Facebook
U1397,2025-02-21,LinkedIn,L001,S39320,LinkedIn
U1397,2025-02-22,Google Ads,G001,S78116,Google Ads
U1397,2025-02-23,Facebook,F002,S89436,Facebook
U1397,2025-02-24,Google Ads,G001,S22021,Google Ads
U1398,2025-01-17,TikTok,T001,S40232,TikTok
U1398,2025-01-18,Facebook,F002,S61448,Facebook
U1399,2025-02-07,Facebook,F001,S12881,Facebook
U1399,2025-02-08,TikTok,T001,S11378,TikTok
U1400,2025-01-24,LinkedIn,L001,S69251,LinkedIn
U1400,2025-01-25,Google Ads,G002,S32499,Google Ads
U1401,2025-02-14,Google Ads,G002,S95473,Google Ads
U1401,2025-02-15,Google Ads,G002,S56994,Google Ads
U1402,2025-01-25,TikTok,T001,S37464,TikTok
U1402,2025-01-26,Google Ads,G002,S93791,Google Ads
U1402,2025-01-27,TikTok,T001,S91441,TikTok
U1402,2025-01-28,Google Ads,G001,S81289,Google Ads
U1403,2025-02-17,LinkedIn,L001,S76537,LinkedIn
U1403,2025-02-18,Facebook,F002,S96971,Facebook
U1403,2025-02-19,TikTok,T001,S40024,TikTok
U1404,2025-01-15,TikTok,T001,S56216,TikTok
U1404,2025-01-16,Facebook,F002,S83870,Facebook
U1404,2025-01-17,LinkedIn,L001,S72532,LinkedIn
U1404,2025-01-18,LinkedIn,L001,S48990,LinkedIn
U1405,2025-01-02,Google Ads,G001,S83324,
U1405,2025-01-03,Facebook,F001,S10066,Facebook
U1405,2025-01-04,TikTok,T001,S90639,TikTok
U1406,2025-01-11,LinkedIn,L001,S99385,LinkedIn
U1406,2025-01-12,Google Ads,G002,S26932,Google Ads
U1407,2025-03-14,TikTok,T001,S42567,TikTok
U1407,2025-03-15,TikTok,T001,S69199,TikTok
U1407,2025-03-16,LinkedIn,L001,S71084,LinkedIn
U1408,2025-02-20,Google Ads,G001,S10798,Google Ads
U1408,2025-02-21,Facebook,F002,S55264,Facebook
U1408,2025-02-22,Google Ads,G002,S86646,Google Ads
U1409,2025-03-11,LinkedIn,L001,S39265,LinkedIn
U1409,2025-03-12,LinkedIn,L001,S35791,LinkedIn
U1409,2025-03-13,Google Ads,G001,S49867,Google Ads
U1409,2025-03-14,LinkedIn,L001,S29773,LinkedIn
U1409,2025-03-15,TikTok,T001,S78968,TikTok
U1410,2025-01-15,Google Ads,G002,S24605,Google Ads
U1410,2025-01-16,Google Ads,G001,S41186,Google Ads
