user_id,touch_date,channel,campaign_id,session_id,utm_source,month,day
U1506,2025-02-23,Google Ads,G002,S57997,Google Ads,2,Sunday
U1506,2025-02-24,LinkedIn,L001,S87852,LinkedIn,2,Monday
U1507,2025-01-11,Google Ads,G002,S74922,Google Ads,1,Saturday
U1507,2025-01-12,Google Ads,G001,S27509,Google Ads,1,Sunday
U1507,2025-01-13,Facebook,F002,S14042,unknown,1,Monday
U1507,2025-01-14,LinkedIn,L001,S24016,LinkedIn,1,Tuesday
U1507,2025-01-15,LinkedIn,L001,S53678,LinkedIn,1,Wednesday
U1508,2025-01-01,Google Ads,G001,S11986,Google Ads,1,Wednesday
U1508,2025-01-02,LinkedIn,L001,S30689,LinkedIn,1,Thursday
U1508,2025-01-03,Facebook,F002,S84308,Facebook,1,Friday
U1508,2025-01-04,Google Ads,G002,S10229,Google Ads,1,Saturday
U1508,2025-01-05,Google Ads,G001,S41819,Google Ads,1,Sunday
U1509,2025-02-18,LinkedIn,L001,S68032,LinkedIn,2,Tuesday
U1509,2025-02-19,LinkedIn,L001,S81356,LinkedIn,2,Wednesday
U1509,2025-02-20,Google Ads,G001,S77838,Google Ads,2,Thursday
U1509,2025-02-21,TikTok,T001,S25620,unknown,2,Friday
U1509,2025-02-22,Facebook,F001,S19472,Facebook,2,Saturday
U1510,2025-02-06,LinkedIn,L001,S76060,LinkedIn,2,Thursday
U1510,2025-02-07,TikTok,T001,S26532,TikTok,2,Friday
U1510,2025-02-08,Facebook,F002,S21353,Facebook,2,Saturday
U1510,2025-02-09,Facebook,F002,S21437,Facebook,2,Sunday
U1510,2025-02-10,Google Ads,G001,S64880,Google Ads,2,Monday
U1511,2025-03-12,TikTok,T001,S83927,TikTok,3,Wednesday
U1511,2025-03-13,LinkedIn,L001,S98916,LinkedIn,3,Thursday
U1512,2025-01-20,TikTok,T001,S68865,TikTok,1,Monday
U1512,2025-01-21,Google Ads,G001,S70686,Google Ads,1,Tuesday
U1512,2025-01-22,Facebook,F002,S30981,Facebook,1,Wednesday
U1512,2025-01-23,TikTok,T001,S99452,TikTok,1,Thursday
U1512,2025-01-24,Facebook,F001,S72888,unknown,1,Friday
U1513,2025-03-21,Facebook,F002,S22446,Facebook,3,Friday
U1513,2025-03-22,Facebook,F001,S31576,Facebook,3,Saturday
U1513,2025-03-23,Google Ads,G001,S36572,Google Ads,3,Sunday
U1513,2025-03-24,Facebook,F001,S48826,Facebook,3,Monday
U1513,2025-03-25,TikTok,T001,S76262,TikTok,3,Tuesday
U1514,2025-01-05,Facebook,F001,S74360,Facebook,1,Sunday
U1514,2025-01-06,LinkedIn,L001,S86312,LinkedIn,1,Monday
U1515,2025-01-27,Google Ads,G001,S92867,Google Ads,1,Monday
U1515,2025-01-28,Google Ads,G002,S43332,Google Ads,1,Tuesday
U1516,2025-02-27,Facebook,F002,S12251,Facebook,2,Thursday
U1516,2025-02-28,Facebook,F001,S96551,Facebook,2,Friday
U1516,2025-03-01,TikTok,T001,S22224,TikTok,3,Saturday
U1517,2025-01-01,Google Ads,G002,S87928,Google Ads,1,Wednesday
U1517,2025-01-02,LinkedIn,L001,S33350,LinkedIn,1,Thursday
U1518,2025-03-05,TikTok,T001,S69840,unknown,3,Wednesday
U1518,2025-03-06,TikTok,T001,S30002,TikTok,3,Thursday
U1518,2025-03-07,TikTok,T001,S59103,TikTok,3,Friday
U1518,2025-03-08,TikTok,T001,S76830,TikTok,3,Saturday
U1519,2025-01-11,Google Ads,G001,S60755,Google Ads,1,Saturday
U1519,2025-01-12,LinkedIn,L001,S73884,LinkedIn,1,Sunday
U1520,2025-03-16,Facebook,F002,S91110,Facebook,3,Sunday
U1520,2025-03-17,LinkedIn,L001,S38930,LinkedIn,3,Monday
U1520,2025-03-18,TikTok,T001,S21801,TikTok,3,Tuesday
U1521,2025-02-17,LinkedIn,L001,S32398,LinkedIn,2,Monday
U1521,2025-02-18,LinkedIn,L001,S71715,LinkedIn,2,Tuesday
U1522,2025-02-05,TikTok,T001,S62224,TikTok,2,Wednesday
U1522,2025-02-06,TikTok,T001,S50733,TikTok,2,Thursday
U1522,2025-02-07,Facebook,F002,S77288,Facebook,2,Friday
U1523,2025-02-27,LinkedIn,L001,S96322,LinkedIn,2,Thursday
U1523,2025-02-28,Facebook,F002,S48259,Facebook,2,Friday
U1523,2025-03-01,Google Ads,G001,S20931,Google Ads,3,Saturday
U1523,2025-03-02,Google Ads,G002,S68901,Google Ads,3,Sunday
U1523,2025-03-03,Facebook,F001,S34363,Facebook,3,Monday
U1524,2025-02-16,LinkedIn,L001,S84329,LinkedIn,2,Sunday
U1524,2025-02-17,Google Ads,G001,S47534,Google Ads,2,Monday
U1524,2025-02-18,LinkedIn,L001,S81629,LinkedIn,2,Tuesday
U1524,2025-02-19,Google Ads,G001,S30655,Google Ads,2,Wednesday
U1525,2025-01-14,LinkedIn,L001,S95945,LinkedIn,1,Tuesday
U1525,2025-01-15,LinkedIn,L001,S90818,LinkedIn,1,Wednesday
U1525,2025-01-16,TikTok,T001,S54328,TikTok,1,Thursday
U1526,2025-01-16,TikTok,T001,S34845,TikTok,1,Thursday
U1526,2025-01-17,LinkedIn,L001,S38036,unknown,1,Friday
U1526,2025-01-18,Google Ads,G002,S78681,Google Ads,1,Saturday
U1526,2025-01-19,LinkedIn,L001,S88636,LinkedIn,1,Sunday
U1527,2025-01-09,Google Ads,G001,S69025,Google Ads,1,Thursday
U1527,2025-01-10,Google Ads,G002,S78045,Google Ads,1,Friday
U1527,2025-01-11,Google Ads,G001,S59833,Google Ads,1,Saturday
U1528,2025-03-20,Google Ads,G002,S48328,Google Ads,3,Thursday
U1528,2025-03-21,Google Ads,G002,S10074,Google Ads,3,Friday
U1529,2025-01-03,LinkedIn,L001,S55929,LinkedIn,1,Friday
U1529,2025-01-04,TikTok,T001,S39545,unknown,1,Saturday
U1529,2025-01-05,Facebook,F002,S33097,Facebook,1,Sunday
U1530,2025-02-26,Facebook,F001,S87261,Facebook,2,Wednesday
U1530,2025-02-27,Google Ads,G002,S47383,Google Ads,2,Thursday
U1530,2025-02-28,TikTok,T001,S85652,TikTok,2,Friday
U1530,2025-03-01,Facebook,F001,S19247,Facebook,3,Saturday
U1530,2025-03-02,Google Ads,G002,S44929,Google Ads,3,Sunday
U1531,2025-01-29,LinkedIn,L001,S57356,LinkedIn,1,Wednesday
U1531,2025-01-30,Facebook,F001,S71954,Facebook,1,Thursday
U1531,2025-01-31,Facebook,F002,S27548,Facebook,1,Friday
U1531,2025-02-01,LinkedIn,L001,S86086,LinkedIn,2,Saturday
U1531,2025-02-02,LinkedIn,L001,S11468,LinkedIn,2,Sunday
U1532,2025-02-10,TikTok,T001,S91899,TikTok,2,Monday
U1532,2025-02-11,LinkedIn,L001,S47841,LinkedIn,2,Tuesday
U1532,2025-02-12,Google Ads,G002,S60281,Google Ads,2,Wednesday
U1533,2025-03-15,TikTok,T001,S52968,TikTok,3,Saturday
U1533,2025-03-16,Facebook,F001,S28174,Facebook,3,Sunday
U1533,2025-03-17,Facebook,F002,S47260,Facebook,3,Monday
U1533,2025-03-18,LinkedIn,L001,S81805,LinkedIn,3,Tuesday
U1533,2025-03-19,TikTok,T001,S27194,TikTok,3,Wednesday
U1534,2025-02-27,Google Ads,G002,S85235,Google Ads,2,Thursday
U1534,2025-02-28,Facebook,F001,S12147,Facebook,2,Friday
U1534,2025-03-01,TikTok,T001,S63803,unknown,3,Saturday
U1534,2025-03-02,Facebook,F001,S95617,Facebook,3,Sunday
U1534,2025-03-03,LinkedIn,L001,S47755,LinkedIn,3,Monday
U1535,2025-01-08,Facebook,F001,S91171,Facebook,1,Wednesday
U1535,2025-01-09,TikTok,T001,S31252,TikTok,1,Thursday
U1535,2025-01-10,LinkedIn,L001,S79959,LinkedIn,1,Friday
U1536,2025-01-27,TikTok,T001,S98090,TikTok,1,Monday
U1536,2025-01-28,Facebook,F001,S82361,Facebook,1,Tuesday
U1536,2025-01-29,Google Ads,G001,S50736,Google Ads,1,Wednesday
U1536,2025-01-30,LinkedIn,L001,S84094,LinkedIn,1,Thursday
U1537,2025-01-23,LinkedIn,L001,S47387,LinkedIn,1,Thursday
U1537,2025-01-24,TikTok,T001,S49643,TikTok,1,Friday
U1537,2025-01-25,Google Ads,G001,S38804,Google Ads,1,Saturday
U1537,2025-01-26,Facebook,F001,S86448,Facebook,1,Sunday
U1537,2025-01-27,LinkedIn,L001,S77306,LinkedIn,1,Monday
U1538,2025-01-30,Facebook,F002,S29360,Facebook,1,Thursday
U1538,2025-01-31,Facebook,F002,S71313,Facebook,1,Friday
U1538,2025-02-01,Google Ads,G002,S92597,Google Ads,2,Saturday
U1539,2025-01-18,LinkedIn,L001,S23275,LinkedIn,1,Saturday
U1539,2025-01-19,Facebook,F001,S29641,Facebook,1,Sunday
U1539,2025-01-20,Facebook,F002,S60713,Facebook,1,Monday
U1540,2025-01-12,LinkedIn,L001,S81218,LinkedIn,1,Sunday
U1540,2025-01-13,LinkedIn,L001,S26984,LinkedIn,1,Monday
U1540,2025-01-14,Google Ads,G001,S11524,Google Ads,1,Tuesday
U1540,2025-01-15,LinkedIn,L001,S75614,LinkedIn,1,Wednesday
U1541,2025-01-02,Google Ads,G001,S76745,Google Ads,1,Thursday
U1541,2025-01-03,Facebook,F001,S74510,Facebook,1,Friday
U1541,2025-01-04,Facebook,F002,S25791,Facebook,1,Saturday
U1541,2025-01-05,TikTok,T001,S77906,TikTok,1,Sunday
U1541,2025-01-06,Facebook,F001,S96148,Facebook,1,Monday
U1542,2025-01-11,Google Ads,G002,S30608,Google Ads,1,Saturday
U1542,2025-01-12,LinkedIn,L001,S93996,unknown,1,Sunday
U1542,2025-01-13,Facebook,F002,S64401,unknown,1,Monday
U1542,2025-01-14,Google Ads,G001,S78706,Google Ads,1,Tuesday
U1543,2025-01-11,LinkedIn,L001,S10028,LinkedIn,1,Saturday
U1543,2025-01-12,LinkedIn,L001,S55406,LinkedIn,1,Sunday
U1543,2025-01-13,Facebook,F001,S23503,unknown,1,Monday
U1544,2025-03-05,LinkedIn,L001,S60390,LinkedIn,3,Wednesday
U1544,2025-03-06,Facebook,F002,S50167,Facebook,3,Thursday
U1544,2025-03-07,Facebook,F001,S68701,Facebook,3,Friday
U1544,2025-03-08,TikTok,T001,S91218,TikTok,3,Saturday
U1544,2025-03-09,Facebook,F002,S83302,Facebook,3,Sunday
U1545,2025-03-06,Google Ads,G001,S78607,Google Ads,3,Thursday
U1545,2025-03-07,TikTok,T001,S54460,TikTok,3,Friday
U1546,2025-02-09,Facebook,F002,S96246,Facebook,2,Sunday
U1546,2025-02-10,TikTok,T001,S28733,TikTok,2,Monday
U1547,2025-01-30,Google Ads,G001,S15188,Google Ads,1,Thursday
U1547,2025-01-31,LinkedIn,L001,S70119,LinkedIn,1,Friday
U1547,2025-02-01,LinkedIn,L001,S46445,LinkedIn,2,Saturday
U1548,2025-02-06,LinkedIn,L001,S18222,LinkedIn,2,Thursday
U1548,2025-02-07,LinkedIn,L001,S39825,LinkedIn,2,Friday
U1548,2025-02-08,TikTok,T001,S78322,TikTok,2,Saturday
U1549,2025-01-21,Facebook,F001,S33806,Facebook,1,Tuesday
U1549,2025-01-22,Google Ads,G002,S19752,Google Ads,1,Wednesday
U1549,2025-01-23,Facebook,F001,S10453,Facebook,1,Thursday
U1550,2025-03-08,Google Ads,G001,S91932,Google Ads,3,Saturday
U1550,2025-03-09,LinkedIn,L001,S43688,LinkedIn,3,Sunday
U1551,2025-02-04,TikTok,T001,S12017,TikTok,2,Tuesday
U1551,2025-02-05,Facebook,F001,S65982,Facebook,2,Wednesday
U1552,2025-01-03,TikTok,T001,S44206,TikTok,1,Friday
U1552,2025-01-04,Google Ads,G002,S45031,Google Ads,1,Saturday
U1552,2025-01-05,Facebook,F002,S75867,Facebook,1,Sunday
U1553,2025-02-08,Google Ads,G002,S58893,Google Ads,2,Saturday
U1553,2025-02-09,TikTok,T001,S98534,unknown,2,Sunday
U1554,2025-02-19,Google Ads,G002,S27393,Google Ads,2,Wednesday
U1554,2025-02-20,LinkedIn,L001,S57934,LinkedIn,2,Thursday
U1554,2025-02-21,Google Ads,G002,S99367,Google Ads,2,Friday
U1554,2025-02-22,Facebook,F001,S39187,Facebook,2,Saturday
U1554,2025-02-23,Facebook,F001,S19215,Facebook,2,Sunday
U1555,2025-01-29,LinkedIn,L001,S35008,LinkedIn,1,Wednesday
U1555,2025-01-30,Google Ads,G001,S37626,Google Ads,1,Thursday
U1555,2025-01-31,Google Ads,G002,S73645,Google Ads,1,Friday
U1556,2025-02-22,LinkedIn,L001,S78049,LinkedIn,2,Saturday
U1556,2025-02-23,LinkedIn,L001,S66096,LinkedIn,2,Sunday
U1556,2025-02-24,LinkedIn,L001,S60248,LinkedIn,2,Monday
U1556,2025-02-25,Google Ads,G002,S89888,Google Ads,2,Tuesday
U1557,2025-03-11,LinkedIn,L001,S10595,LinkedIn,3,Tuesday
U1557,2025-03-12,Google Ads,G002,S30823,Google Ads,3,Wednesday
U1557,2025-03-13,Google Ads,G001,S33769,Google Ads,3,Thursday
U1557,2025-03-14,Google Ads,G001,S54912,Google Ads,3,Friday
U1558,2025-01-07,TikTok,T001,S85791,TikTok,1,Tuesday
U1558,2025-01-08,TikTok,T001,S12850,TikTok,1,Wednesday
U1558,2025-01-09,Google Ads,G001,S33535,Google Ads,1,Thursday
U1558,2025-01-10,Google Ads,G002,S14055,Google Ads,1,Friday
U1558,2025-01-11,LinkedIn,L001,S38251,LinkedIn,1,Saturday
U1559,2025-03-02,Facebook,F001,S87926,Facebook,3,Sunday
U1559,2025-03-03,Google Ads,G001,S20702,Google Ads,3,Monday
U1560,2025-01-26,Google Ads,G002,S13782,Google Ads,1,Sunday
U1560,2025-01-27,Facebook,F001,S59111,Facebook,1,Monday
U1561,2025-01-29,Facebook,F002,S90103,Facebook,1,Wednesday
U1561,2025-01-30,TikTok,T001,S23335,TikTok,1,Thursday
U1561,2025-01-31,Google Ads,G001,S44840,Google Ads,1,Friday
U1561,2025-02-01,LinkedIn,L001,S36393,LinkedIn,2,Saturday
U1562,2025-03-05,TikTok,T001,S15993,TikTok,3,Wednesday
U1562,2025-03-06,Facebook,F001,S62066,Facebook,3,Thursday
U1563,2025-03-04,LinkedIn,L001,S54527,LinkedIn,3,Tuesday
U1563,2025-03-05,LinkedIn,L001,S88422,LinkedIn,3,Wednesday
U1563,2025-03-06,LinkedIn,L001,S39086,LinkedIn,3,Thursday
U1563,2025-03-07,LinkedIn,L001,S93569,LinkedIn,3,Friday
U1564,2025-01-26,TikTok,T001,S38942,unknown,1,Sunday
U1564,2025-01-27,TikTok,T001,S62389,TikTok,1,Monday
U1564,2025-01-28,LinkedIn,L001,S53890,LinkedIn,1,Tuesday
U1564,2025-01-29,LinkedIn,L001,S89553,LinkedIn,1,Wednesday
U1565,2025-01-08,Google Ads,G001,S25357,Google Ads,1,Wednesday
U1565,2025-01-09,Facebook,F002,S84632,Facebook,1,Thursday
U1565,2025-01-10,LinkedIn,L001,S37499,LinkedIn,1,Friday
U1565,2025-01-11,TikTok,T001,S56157,TikTok,1,Saturday
U1566,2025-01-28,LinkedIn,L001,S34596,unknown,1,Tuesday
U1566,2025-01-29,Facebook,F001,S14655,Facebook,1,Wednesday
U1566,2025-01-30,Facebook,F001,S66799,Facebook,1,Thursday
U1566,2025-01-31,Facebook,F001,S42376,Facebook,1,Friday
U1566,2025-02-01,LinkedIn,L001,S39332,LinkedIn,2,Saturday
U1567,2025-01-18,Google Ads,G002,S30991,Google Ads,1,Saturday
U1567,2025-01-19,Google Ads,G001,S11541,Google Ads,1,Sunday
U1567,2025-01-20,Facebook,F002,S39283,Facebook,1,Monday
U1568,2025-03-07,Facebook,F001,S28256,Facebook,3,Friday
U1568,2025-03-08,TikTok,T001,S96669,TikTok,3,Saturday
U1568,2025-03-09,TikTok,T001,S52399,TikTok,3,Sunday
U1568,2025-03-10,Facebook,F002,S37909,Facebook,3,Monday
U1568,2025-03-11,LinkedIn,L001,S67572,LinkedIn,3,Tuesday
U1569,2025-01-24,Facebook,F002,S84702,Facebook,1,Friday
U1569,2025-01-25,LinkedIn,L001,S45863,LinkedIn,1,Saturday
U1569,2025-01-26,Google Ads,G002,S80968,Google Ads,1,Sunday
U1569,2025-01-27,LinkedIn,L001,S20619,unknown,1,Monday
U1569,2025-01-28,LinkedIn,L001,S69274,LinkedIn,1,Tuesday
U1570,2025-02-04,TikTok,T001,S63019,TikTok,2,Tuesday
U1570,2025-02-05,LinkedIn,L001,S45281,LinkedIn,2,Wednesday
U1570,2025-02-06,TikTok,T001,S94085,unknown,2,Thursday
U1571,2025-02-22,TikTok,T001,S89971,TikTok,2,Saturday
U1571,2025-02-23,Google Ads,G001,S14381,Google Ads,2,Sunday
U1572,2025-03-04,LinkedIn,L001,S29462,unknown,3,Tuesday
U1572,2025-03-05,LinkedIn,L001,S65206,LinkedIn,3,Wednesday
U1572,2025-03-06,Facebook,F001,S19677,Facebook,3,Thursday
U1572,2025-03-07,Google Ads,G002,S15609,Google Ads,3,Friday
U1572,2025-03-08,Facebook,F002,S60182,Facebook,3,Saturday
U1573,2025-01-28,Google Ads,G001,S69758,Google Ads,1,Tuesday
U1573,2025-01-29,Facebook,F002,S84991,Facebook,1,Wednesday
U1573,2025-01-30,TikTok,T001,S10834,TikTok,1,Thursday
U1574,2025-01-07,LinkedIn,L001,S12413,LinkedIn,1,Tuesday
U1574,2025-01-08,Facebook,F002,S78104,Facebook,1,Wednesday
U1574,2025-01-09,TikTok,T001,S68408,TikTok,1,Thursday
U1574,2025-01-10,TikTok,T001,S89731,TikTok,1,Friday
U1575,2025-01-25,LinkedIn,L001,S68703,LinkedIn,1,Saturday
U1575,2025-01-26,LinkedIn,L001,S11214,unknown,1,Sunday
U1575,2025-01-27,TikTok,T001,S73230,TikTok,1,Monday
U1576,2025-03-19,Google Ads,G002,S32301,Google Ads,3,Wednesday
U1576,2025-03-20,Facebook,F001,S23777,Facebook,3,Thursday
U1576,2025-03-21,LinkedIn,L001,S57819,LinkedIn,3,Friday
U1576,2025-03-22,Facebook,F002,S40699,Facebook,3,Saturday
U1576,2025-03-23,Google Ads,G001,S67089,Google Ads,3,Sunday
U1577,2025-03-15,Facebook,F002,S97908,Facebook,3,Saturday
U1577,2025-03-16,Facebook,F002,S66325,Facebook,3,Sunday
U1578,2025-01-19,TikTok,T001,S73722,TikTok,1,Sunday
U1578,2025-01-20,TikTok,T001,S77359,TikTok,1,Monday
U1578,2025-01-21,Google Ads,G001,S42312,Google Ads,1,Tuesday
U1578,2025-01-22,Facebook,F002,S77313,Facebook,1,Wednesday
U1578,2025-01-23,LinkedIn,L001,S56389,LinkedIn,1,Thursday
U1579,2025-01-25,LinkedIn,L001,S34502,LinkedIn,1,Saturday
U1579,2025-01-26,Facebook,F002,S68645,Facebook,1,Sunday
U1579,2025-01-27,LinkedIn,L001,S18998,LinkedIn,1,Monday
U1579,2025-01-28,LinkedIn,L001,S60477,LinkedIn,1,Tuesday
U1579,2025-01-29,Facebook,F002,S11242,Facebook,1,Wednesday
U1580,2025-02-09,Facebook,F002,S28302,Facebook,2,Sunday
U1580,2025-02-10,Google Ads,G001,S61507,Google Ads,2,Monday
U1580,2025-02-11,Facebook,F002,S20683,Facebook,2,Tuesday
U1580,2025-02-12,Google Ads,G001,S93641,Google Ads,2,Wednesday
U1580,2025-02-13,Google Ads,G001,S96130,unknown,2,Thursday
U1581,2025-01-13,Google Ads,G002,S68759,Google Ads,1,Monday
U1581,2025-01-14,Facebook,F001,S45010,Facebook,1,Tuesday
U1582,2025-01-12,Facebook,F001,S40936,Facebook,1,Sunday
U1582,2025-01-13,LinkedIn,L001,S79795,LinkedIn,1,Monday
U1582,2025-01-14,LinkedIn,L001,S38365,LinkedIn,1,Tuesday
U1582,2025-01-15,LinkedIn,L001,S32912,LinkedIn,1,Wednesday
U1583,2025-01-04,Google Ads,G002,S29276,Google Ads,1,Saturday
U1583,2025-01-05,TikTok,T001,S45670,TikTok,1,Sunday
U1583,2025-01-06,TikTok,T001,S46486,TikTok,1,Monday
U1583,2025-01-07,Facebook,F001,S36336,Facebook,1,Tuesday
U1583,2025-01-08,Facebook,F001,S56182,Facebook,1,Wednesday
U1584,2025-01-07,TikTok,T001,S37197,TikTok,1,Tuesday
U1584,2025-01-08,TikTok,T001,S35032,TikTok,1,Wednesday
U1584,2025-01-09,Google Ads,G002,S64646,Google Ads,1,Thursday
U1584,2025-01-10,TikTok,T001,S66747,TikTok,1,Friday
U1584,2025-01-11,Google Ads,G002,S84353,Google Ads,1,Saturday
U1585,2025-03-01,LinkedIn,L001,S27127,LinkedIn,3,Saturday
U1585,2025-03-02,LinkedIn,L001,S56761,unknown,3,Sunday
U1585,2025-03-03,TikTok,T001,S23334,TikTok,3,Monday
U1585,2025-03-04,TikTok,T001,S25629,TikTok,3,Tuesday
U1585,2025-03-05,LinkedIn,L001,S36708,LinkedIn,3,Wednesday
U1586,2025-01-31,Google Ads,G002,S70213,unknown,1,Friday
U1586,2025-02-01,Google Ads,G001,S48744,Google Ads,2,Saturday
U1587,2025-02-16,LinkedIn,L001,S13650,LinkedIn,2,Sunday
U1587,2025-02-17,Facebook,F001,S13190,Facebook,2,Monday
U1587,2025-02-18,Facebook,F002,S27459,Facebook,2,Tuesday
U1587,2025-02-19,LinkedIn,L001,S28768,LinkedIn,2,Wednesday
U1588,2025-03-17,TikTok,T001,S71082,TikTok,3,Monday
U1588,2025-03-18,TikTok,T001,S77067,TikTok,3,Tuesday
U1588,2025-03-19,Facebook,F001,S95468,Facebook,3,Wednesday
U1589,2025-01-20,TikTok,T001,S91426,unknown,1,Monday
U1589,2025-01-21,TikTok,T001,S63413,TikTok,1,Tuesday
U1589,2025-01-22,Facebook,F001,S95435,Facebook,1,Wednesday
U1590,2025-01-17,LinkedIn,L001,S95929,LinkedIn,1,Friday
U1590,2025-01-18,TikTok,T001,S56936,TikTok,1,Saturday
U1590,2025-01-19,LinkedIn,L001,S92143,LinkedIn,1,Sunday
U1590,2025-01-20,Facebook,F002,S30595,Facebook,1,Monday
U1590,2025-01-21,LinkedIn,L001,S83719,LinkedIn,1,Tuesday
U1591,2025-03-03,Google Ads,G002,S63080,Google Ads,3,Monday
U1591,2025-03-04,TikTok,T001,S68453,TikTok,3,Tuesday
U1591,2025-03-05,LinkedIn,L001,S65991,LinkedIn,3,Wednesday
U1592,2025-03-17,Google Ads,G002,S10132,Google Ads,3,Monday
U1592,2025-03-18,LinkedIn,L001,S46538,LinkedIn,3,Tuesday
U1593,2025-03-21,Facebook,F002,S78371,Facebook,3,Friday
U1593,2025-03-22,LinkedIn,L001,S49601,LinkedIn,3,Saturday
U1594,2025-03-16,Facebook,F002,S85386,Facebook,3,Sunday
U1594,2025-03-17,Facebook,F002,S76425,Facebook,3,Monday
U1594,2025-03-18,Google Ads,G002,S38205,Google Ads,3,Tuesday
U1595,2025-01-07,Facebook,F001,S86794,Facebook,1,Tuesday
U1595,2025-01-08,Facebook,F002,S11067,Facebook,1,Wednesday
U1595,2025-01-09,TikTok,T001,S84554,TikTok,1,Thursday
U1595,2025-01-10,Facebook,F001,S13985,Facebook,1,Friday
U1595,2025-01-11,Google Ads,G002,S71245,Google Ads,1,Saturday
U1596,2025-02-18,TikTok,T001,S81327,TikTok,2,Tuesday
U1596,2025-02-19,Facebook,F001,S58506,Facebook,2,Wednesday
U1596,2025-02-20,Google Ads,G002,S72435,Google Ads,2,Thursday
U1596,2025-02-21,Google Ads,G001,S52933,Google Ads,2,Friday
U1597,2025-02-09,LinkedIn,L001,S85956,LinkedIn,2,Sunday
U1597,2025-02-10,LinkedIn,L001,S53310,LinkedIn,2,Monday
U1597,2025-02-11,Facebook,F002,S23201,Facebook,2,Tuesday
U1597,2025-02-12,TikTok,T001,S52495,TikTok,2,Wednesday
U1597,2025-02-13,Google Ads,G001,S37785,Google Ads,2,Thursday
U1598,2025-02-24,Google Ads,G001,S92212,Google Ads,2,Monday
U1598,2025-02-25,TikTok,T001,S45454,TikTok,2,Tuesday
U1598,2025-02-26,Facebook,F001,S94294,Facebook,2,Wednesday
U1598,2025-02-27,Google Ads,G001,S98074,Google Ads,2,Thursday
U1599,2025-01-12,LinkedIn,L001,S93683,LinkedIn,1,Sunday
U1599,2025-01-13,TikTok,T001,S48889,TikTok,1,Monday
U1600,2025-02-08,TikTok,T001,S15409,TikTok,2,Saturday
U1600,2025-02-09,LinkedIn,L001,S17869,LinkedIn,2,Sunday
U1601,2025-01-31,Facebook,F001,S36145,Facebook,1,Friday
U1601,2025-02-01,LinkedIn,L001,S91948,LinkedIn,2,Saturday
U1602,2025-01-16,LinkedIn,L001,S25764,unknown,1,Thursday
U1602,2025-01-17,TikTok,T001,S15062,TikTok,1,Friday
U1602,2025-01-18,Facebook,F002,S95501,Facebook,1,Saturday
U1603,2025-03-11,Google Ads,G002,S79586,unknown,3,Tuesday
U1603,2025-03-12,Facebook,F001,S59510,Facebook,3,Wednesday
U1603,2025-03-13,Facebook,F001,S27733,Facebook,3,Thursday
U1603,2025-03-14,Google Ads,G001,S68971,Google Ads,3,Friday
U1604,2025-03-12,Google Ads,G001,S51152,Google Ads,3,Wednesday
U1604,2025-03-13,LinkedIn,L001,S58137,LinkedIn,3,Thursday
U1604,2025-03-14,TikTok,T001,S56412,TikTok,3,Friday
U1605,2025-03-06,TikTok,T001,S83704,TikTok,3,Thursday
U1605,2025-03-07,Facebook,F001,S89286,Facebook,3,Friday
U1606,2025-02-05,Google Ads,G002,S43365,Google Ads,2,Wednesday
U1606,2025-02-06,Google Ads,G001,S93797,Google Ads,2,Thursday
U1606,2025-02-07,Google Ads,G002,S97700,Google Ads,2,Friday
U1607,2025-01-26,LinkedIn,L001,S90141,LinkedIn,1,Sunday
U1607,2025-01-27,TikTok,T001,S43837,TikTok,1,Monday
U1608,2025-01-16,TikTok,T001,S44523,TikTok,1,Thursday
U1608,2025-01-17,TikTok,T001,S20514,TikTok,1,Friday
U1608,2025-01-18,Google Ads,G002,S56715,Google Ads,1,Saturday
U1608,2025-01-19,Facebook,F002,S16256,Facebook,1,Sunday
U1608,2025-01-20,LinkedIn,L001,S51548,LinkedIn,1,Monday
U1609,2025-03-19,TikTok,T001,S36205,TikTok,3,Wednesday
U1609,2025-03-20,LinkedIn,L001,S49373,LinkedIn,3,Thursday
U1609,2025-03-21,TikTok,T001,S55532,TikTok,3,Friday
U1609,2025-03-22,LinkedIn,L001,S20416,LinkedIn,3,Saturday
U1610,2025-02-26,LinkedIn,L001,S47066,LinkedIn,2,Wednesday
U1610,2025-02-27,Google Ads,G001,S11353,Google Ads,2,Thursday
U1611,2025-03-11,TikTok,T001,S20794,TikTok,3,Tuesday
U1611,2025-03-12,LinkedIn,L001,S36872,LinkedIn,3,Wednesday
U1611,2025-03-13,Google Ads,G001,S53397,unknown,3,Thursday
U1611,2025-03-14,Facebook,F002,S25438,Facebook,3,Friday
U1612,2025-03-13,LinkedIn,L001,S64213,LinkedIn,3,Thursday
U1612,2025-03-14,Facebook,F001,S15435,Facebook,3,Friday
U1612,2025-03-15,Facebook,F002,S30389,Facebook,3,Saturday
U1613,2025-01-12,Facebook,F002,S48179,Facebook,1,Sunday
U1613,2025-01-13,TikTok,T001,S64412,TikTok,1,Monday
U1613,2025-01-14,Facebook,F001,S81319,Facebook,1,Tuesday
U1613,2025-01-15,Google Ads,G002,S66572,Google Ads,1,Wednesday
U1614,2025-01-10,TikTok,T001,S92190,TikTok,1,Friday
U1614,2025-01-11,LinkedIn,L001,S21586,LinkedIn,1,Saturday
U1615,2025-03-04,LinkedIn,L001,S39299,LinkedIn,3,Tuesday
